ARP-Operacion, ARP-MAC-Src, ARP-MAC-Dst, ARP-IP-Src, ARP-IP-Dst, Ether-MAC-Dst, Ether-MAC-Src, Tiempo
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 0.0.0.0, 172.17.12.29, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699674
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 172.17.12.29, 172.17.12.29, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699674
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 172.17.12.29, 172.17.12.29, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699675
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 172.17.12.29, 172.17.12.29, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699675
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 172.17.12.29, 172.17.12.1, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699675
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 172.17.12.29, 169.254.255.255, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699675
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 172.17.12.29, 172.17.12.1, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699675
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699675
who-has, b8:e8:56:bd:2e:fa, 00:00:00:00:00:00, 172.17.12.121, 172.17.12.121, ff:ff:ff:ff:ff:ff, b8:e8:56:bd:2e:fa, 1398699676
who-has, b8:e8:56:bd:2e:fa, 00:00:00:00:00:00, 172.17.12.121, 169.254.255.255, ff:ff:ff:ff:ff:ff, b8:e8:56:bd:2e:fa, 1398699676
who-has, b8:e8:56:bd:2e:fa, 00:00:00:00:00:00, 172.17.12.121, 172.17.12.1, ff:ff:ff:ff:ff:ff, b8:e8:56:bd:2e:fa, 1398699676
who-has, f4:1b:a1:eb:a0:43, 00:00:00:00:00:00, 172.17.12.29, 172.17.12.1, ff:ff:ff:ff:ff:ff, f4:1b:a1:eb:a0:43, 1398699677
who-has, b8:e8:56:bd:2e:fa, 00:00:00:00:00:00, 172.17.12.121, 172.17.12.1, ff:ff:ff:ff:ff:ff, b8:e8:56:bd:2e:fa, 1398699677
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.31, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699677
who-has, b8:e8:56:bd:2e:fa, 00:00:00:00:00:00, 172.17.12.121, 172.17.12.121, ff:ff:ff:ff:ff:ff, b8:e8:56:bd:2e:fa, 1398699677
who-has, b8:e8:56:bd:2e:fa, 00:00:00:00:00:00, 172.17.12.121, 172.17.12.1, ff:ff:ff:ff:ff:ff, b8:e8:56:bd:2e:fa, 1398699677
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.31, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699679
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699680
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.31, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699681
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.31, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699683
who-has, 34:bb:1f:09:5e:b2, ff:ff:ff:ff:ff:ff, 172.17.12.31, 172.17.12.1, ff:ff:ff:ff:ff:ff, 34:bb:1f:09:5e:b2, 1398699685
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699685
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.32, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699687
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.32, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699689
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699690
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.32, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699691
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.32, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699693
who-has, 90:a4:de:8e:f9:db, 00:00:00:00:00:00, 172.17.12.215, 172.17.12.1, ff:ff:ff:ff:ff:ff, 90:a4:de:8e:f9:db, 1398699695
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 0.0.0.0, 172.17.12.32, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699695
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699695
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 0.0.0.0, 172.17.12.32, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699695
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 0.0.0.0, 172.17.12.32, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699696
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 172.17.12.32, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699696
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 172.17.12.32, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699696
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 172.17.12.32, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699697
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 172.17.12.1, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699697
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 169.254.255.255, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699697
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 172.17.12.1, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699697
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 172.17.12.1, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699698
who-has, 50:ea:d6:6d:b3:34, 00:00:00:00:00:00, 172.17.12.32, 172.17.12.1, ff:ff:ff:ff:ff:ff, 50:ea:d6:6d:b3:34, 1398699698
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699701
who-has, 70:05:14:6c:8c:7c, 00:00:00:00:00:00, 172.17.12.33, 172.17.12.1, ff:ff:ff:ff:ff:ff, 70:05:14:6c:8c:7c, 1398699704
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699706
who-has, b4:52:7d:f8:53:8f, 00:00:00:00:00:00, 0.0.0.0, 169.254.241.64, ff:ff:ff:ff:ff:ff, b4:52:7d:f8:53:8f, 1398699709
who-has, 90:a4:de:8e:f9:db, 00:00:00:00:00:00, 172.17.12.215, 172.17.12.56, ff:ff:ff:ff:ff:ff, 90:a4:de:8e:f9:db, 1398699709
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699711
who-has, 08:ed:b9:9f:6f:77, 00:00:00:00:00:00, 172.17.12.128, 172.17.12.1, ff:ff:ff:ff:ff:ff, 08:ed:b9:9f:6f:77, 1398699711
who-has, 90:a4:de:8e:f9:db, 00:00:00:00:00:00, 172.17.12.215, 172.17.12.94, ff:ff:ff:ff:ff:ff, 90:a4:de:8e:f9:db, 1398699715
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699716
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699721
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699726
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699731
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699737
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699742
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699747
who-has, 50:3d:e5:13:27:81, f8:f1:b6:cc:5a:2a, 172.17.12.1, 172.17.12.25, f8:f1:b6:cc:5a:2a, 50:3d:e5:13:27:81, 1398699749
who-has, 50:3d:e5:13:27:81, f8:f1:b6:cc:5a:2a, 172.17.12.1, 172.17.12.25, f8:f1:b6:cc:5a:2a, 50:3d:e5:13:27:81, 1398699750
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699752
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.34, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699754
who-has, 90:a4:de:8e:f9:db, 00:00:00:00:00:00, 172.17.12.215, 172.17.12.2, ff:ff:ff:ff:ff:ff, 90:a4:de:8e:f9:db, 1398699756
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.34, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699756
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699757
who-has, 90:a4:de:8e:f9:db, 00:00:00:00:00:00, 172.17.12.215, 172.17.12.1, ff:ff:ff:ff:ff:ff, 90:a4:de:8e:f9:db, 1398699757
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.34, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699758
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.34, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699760
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699762
who-has, 94:eb:cd:8b:9f:dc, 00:00:00:00:00:00, 172.17.12.34, 172.17.12.34, ff:ff:ff:ff:ff:ff, 94:eb:cd:8b:9f:dc, 1398699765
who-has, 94:eb:cd:8b:9f:dc, 00:00:00:00:00:00, 172.17.12.34, 172.17.12.34, ff:ff:ff:ff:ff:ff, 94:eb:cd:8b:9f:dc, 1398699765
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699767
who-has, 94:eb:cd:8b:9f:dc, 00:00:00:00:00:00, 172.17.12.34, 172.17.12.1, ff:ff:ff:ff:ff:ff, 94:eb:cd:8b:9f:dc, 1398699768
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699770
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699770
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699771
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699772
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699773
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699774
who-has, 20:02:af:57:34:3a, 00:00:00:00:00:00, 172.17.12.248, 172.17.12.248, ff:ff:ff:ff:ff:ff, 20:02:af:57:34:3a, 1398699776
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699777
who-has, 20:02:af:57:34:3a, 00:00:00:00:00:00, 172.17.12.248, 172.17.12.248, ff:ff:ff:ff:ff:ff, 20:02:af:57:34:3a, 1398699778
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.35, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699778
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.35, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699780
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699781
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699782
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.35, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699782
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699782
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699783
who-has, 28:94:0f:26:0e:3f, 00:00:00:00:00:00, 172.17.12.2, 172.17.12.35, ff:ff:ff:ff:ff:ff, 28:94:0f:26:0e:3f, 1398699784
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699784
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699787
who-has, a0:6c:ec:d9:89:0b, ff:ff:ff:ff:ff:ff, 172.17.12.35, 172.17.12.1, ff:ff:ff:ff:ff:ff, a0:6c:ec:d9:89:0b, 1398699788
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699788
who-has, 3a:8d:a5:dc:56:1b, 00:00:00:00:00:00, 172.17.12.17, 172.17.12.2, ff:ff:ff:ff:ff:ff, 3a:8d:a5:dc:56:1b, 1398699791
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699792
who-has, d0:df:c7:23:71:66, 00:00:00:00:00:00, 172.17.12.19, 172.17.12.2, ff:ff:ff:ff:ff:ff, d0:df:c7:23:71:66, 1398699794
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699795
who-has, 5c:b5:24:02:37:55, 00:00:00:00:00:00, 172.17.12.81, 172.17.12.34, ff:ff:ff:ff:ff:ff, 5c:b5:24:02:37:55, 1398699796
who-has, c8:aa:21:89:cc:85, 00:00:00:00:00:00, 172.17.12.24, 172.17.12.34, ff:ff:ff:ff:ff:ff, c8:aa:21:89:cc:85, 1398699796
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699797
who-has, 90:a4:de:8e:f9:db, 00:00:00:00:00:00, 172.17.12.215, 172.17.12.34, ff:ff:ff:ff:ff:ff, 90:a4:de:8e:f9:db, 1398699797
who-has, 5c:b5:24:02:37:55, 00:00:00:00:00:00, 172.17.12.81, 172.17.12.34, ff:ff:ff:ff:ff:ff, 5c:b5:24:02:37:55, 1398699798
who-has, c8:aa:21:89:cc:85, 00:00:00:00:00:00, 172.17.12.24, 172.17.12.34, ff:ff:ff:ff:ff:ff, c8:aa:21:89:cc:85, 1398699798
who-has, 94:eb:cd:8b:9f:dc, 00:00:00:00:00:00, 172.17.12.34, 172.17.12.81, ff:ff:ff:ff:ff:ff, 94:eb:cd:8b:9f:dc, 1398699798
who-has, 94:eb:cd:8b:9f:dc, 00:00:00:00:00:00, 172.17.12.34, 172.17.12.24, ff:ff:ff:ff:ff:ff, 94:eb:cd:8b:9f:dc, 1398699798
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699798
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699800
who-has, 94:eb:cd:8b:9f:dc, 00:00:00:00:00:00, 172.17.12.34, 172.17.12.24, ff:ff:ff:ff:ff:ff, 94:eb:cd:8b:9f:dc, 1398699800
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699800
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699801
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699802
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699802
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699803
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699806
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699806
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699807
who-has, 74:f0:6d:7b:59:da, 00:00:00:00:00:00, 172.17.12.183, 172.17.12.1, ff:ff:ff:ff:ff:ff, 74:f0:6d:7b:59:da, 1398699807
who-has, 50:3d:e5:13:27:81, f8:f1:b6:cc:5a:2a, 172.17.12.1, 172.17.12.25, f8:f1:b6:cc:5a:2a, 50:3d:e5:13:27:81, 1398699810
who-has, f8:f1:b6:cb:da:14, 00:00:00:00:00:00, 172.17.203.191, 172.17.203.1, ff:ff:ff:ff:ff:ff, f8:f1:b6:cb:da:14, 1398699811
